product_name,brands,categories,energy_kj,saturated_fat_g,sugars_g,salt_g,proteins_g,fiber_g,fruit_veg_pct,nutri_score_value,nutri_score_label,green_score_value,ecoscore_grade,url,wsm_score,wsm_class
Légumes  et vermicelles,Liebig,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Aliments à base de fruits et de légumes, Surgelés, Plats préparés, en:Bread coverings, Aides culinaires, Soupes, Veloutés, Décorations alimentaires, Aides à la pâtisserie, Soupes de légumes, Veloutés de légumes, Vermicelles, Soupes-aux-legumes-et-vermicelles",146.0,0.2,1.2,0.68,1.1,1.1,37.5,3,C,83,A,https://world.openfoodfacts.org/product/3036811367749,77.778,A
Velouté lentilles corail,Picard,"Plant-based foods and beverages,Plant-based foods,Fruits and vegetables based foods,Frozen foods,Meals,Soups,Combination Meals,Cream soups,Vegetable soups,Cream of vegetable soups,Frozen ready-made meals,Frozen soups,Frozen vegetable soups",349.0,2.1,0.8,0.5,4.9,5.7,37.1,0,A,83,A,https://world.openfoodfacts.org/product/3270160687114,81.111,A
Creamy Tomato & Basil soup,Cully&sully,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Aliments à base de fruits et de légumes, Plats préparés, Soupes, Soupes de légumes",339.0,3.9,3.9,0.59,1.0,1.0,34.80320435,7,C,85,A,https://world.openfoodfacts.org/product/5391511420421,73.333,B
Potiron et Kiri,Liebig,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Aliments à base de fruits et de légumes, Plats préparés, Soupes, Soupes de légumes",163.0,0.9,1.4,0.65,0.8,1.4,36.85,3,C,87,A,https://world.openfoodfacts.org/product/3036811366445,77.778,A
Gazpacho brique 1l,Saint eloi,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Aliments à base de fruits et de légumes, Plats préparés, Soupes, Soupes de légumes, Soupes froides, Gaspacho",216.0,0.5,3.5,0.53,0.8,1.2,95.265,-2,A,84,A,https://world.openfoodfacts.org/product/3250392158491,83.333,A
minestrone with croutons,Batchelors,"Meals, Soups, Minestrone soups, en:vegetable-soups",146.0,0.3,1.6,0.5,0.6,0.5,28.25,2,B,73,B,https://world.openfoodfacts.org/product/5000175409122,73.889,B
Pesto alla Genovese,Barilla,"Condiments,Sauces,Sauces pour pâtes,Sauces Pesto,en:Cooking Sauces,Pestos au basilic",2030.0,5.3,5.0,3.2,4.7,3.0,30.04882813,27,E,49,C,https://world.openfoodfacts.org/product/8076809513753,42.222,E
Tomato Ketchup,Heinz,"Condiments,Sauces,Tomato sauces,Ketchup,Tomato Ketchup",435.0,0.1,22.8,1.8,1.2,0.0,61.8,13,D,80,A,https://world.openfoodfacts.org/product/87157215,66.667,C
Real Mayonnaise,Hellmann's,"Condiments,Sauces,Sauces salades,Mayonnaises,en:Groceries",3033.0,6.2,1.3,1.18,1.1,0.0,0.096875,20,E,47,C,https://world.openfoodfacts.org/product/8722700479475,48.889,E
Pesto Rosso,Barilla,Red pestos,1360.0,3.4,7.8,2.8,3.8,2.3,52.0,21,E,46,C,https://world.openfoodfacts.org/product/8076809523547,48.889,E
Maille Moutarde Fine de Dijon L'Originale Bocal 360g,Maille,"Condiments, Sauces, Moutardes, Moutardes de Dijon",600.0,0.7,2.0,4.9,7.6,3.8,0.0,20,E,66,B,https://world.openfoodfacts.org/product/8720182556738,57.222,D
Amora Moutarde Forte Bocal 430g,Amora,Moutardes de Dijon,605.0,0.7,2.0,4.9,7.7,3.8,0.0,20,E,66,B,https://world.openfoodfacts.org/product/8720182460721,57.222,D
HP Sauce Original imp,HP Foods,"Condiments,Sauces,Sauces barbecue,Sauces brunes",500.0,0.667,23.3,8.0,0.667,0.0,54.56730769,26,E,76,A,https://world.openfoodfacts.org/product/5000111046244,52.222,E
Majoneesi,Hellmann's,"Krydderier,Saucer,en:Salad dressings,en:Mayonnaises",3012.0,3.0,0.7,0.59,1.1,0.0,0.066071429,12,D,50,C,https://world.openfoodfacts.org/product/5000184321064,57.778,D
Tomato Ketchup 910g,"Heinz, Fach 3","Condiments,Sauces,Tomato sauces,Ketchup,Tomato Ketchup,Groceries",435.0,0.1,22.8,1.8,1.2,0.0,54.6875,14,D,78,A,https://world.openfoodfacts.org/product/87157277,65.556,C
Pesto Classic Basil,Saclà,"Condiments, Sauces, Pasta sauces, Pestos, Green pestos",1590.0,5.0,3.5,2.65,4.9,2.3,46.0,21,E,39,D,https://world.openfoodfacts.org/product/8001060375109,45.0,E
Pesto con Basilico e Rucola,Barilla,"Gewürzmittel,Saucen,Nudelsoßen,Pestos,en:Cooking Sauces,Pesto alla Genovese,en:groceries",1833.0,5.0,4.9,3.0,4.5,1.8,34.71875,24,E,56,C,https://world.openfoodfacts.org/product/8076809545396,45.556,E
Salsa de Soja,Kikkoman,"Condiments, Sauces, Sauces au soja",325.0,0.0,0.6,17.1,10.0,0.0,18.75,20,E,89,A,https://world.openfoodfacts.org/product/8715035110304,63.333,C
AMORA Ketchup Flacon Souple 550g,Amora,"Condiments, Sauces, Sauces tomate, Ketchup",414.0,0.1,21.0,2.0,1.2,0.5,76.0,14,D,74,B,https://world.openfoodfacts.org/product/8712100751370,60.556,D
Panzani - spf - sauce pesto vert 200g,Panzani,"Aliments et boissons à base de végétaux,Aliments d'origine végétale,Condiments,Plantes condimentaires,en:Herbs and spices,Plantes aromatiques,Herbes aromatiques,Sauces,Sauces pour pâtes,Sauces Pesto,Basilic,en:Cooking Sauces,Pestos au basilic,Pesto Vert",1360.0,4.5,3.5,2.8,3.8,1.8,41.25,21,E,46,C,https://world.openfoodfacts.org/product/3038354199603,48.889,E
Tiptree tomato ketchup,Wilkin & Sons,"Condiments, Sauces, Tomato sauces, Ketchup, Tomato Ketchup, Groceries",695.0,0.0,37.0,0.003,1.8,0.0,63.54166667,10,C,85,A,https://world.openfoodfacts.org/product/0043647868039,70.0,B
Heinz Baked Beans,Heinz,"Plant-based foods and beverages, Plant-based foods, Legumes and their products, Canned foods, Condiments, Legumes, Seeds, Canned plant-based foods, Legume seeds, Pulses, Common beans, Prepared vegetables, Sauces, Baked beans in tomato sauce, Canned legumes, Tomato sauces, White beans, Canned common beans, Groceries",339.0,0.0482,4.29,0.616,4.82,3.86,93.46628906,-3,B,82,A,https://world.openfoodfacts.org/product/5000157024886,84.444,A
Organic Houmous,Tesco,"Plant-based foods and beverages,Plant-based foods,Condiments,Spreads,Plant-based spreads,Salted spreads,Sauces,Dips,Hummus,Classic hummus",887.0,1.8,0.6,0.74,6.6,4.0,60.9,1,B,78,A,https://world.openfoodfacts.org/product/10066980,80.0,A
"Ketchup zéro sel ajouré, 70% moins de sucres",HEINZ,"Condiments,Ketchup",185.0,0.0,4.4,0.05,1.6,0.0,63.28125,-1,A,78,A,https://world.openfoodfacts.org/product/8715700112596,82.222,A
SO organic Mayonnaise,Sainsbury's,"Condiments, Sauces, Mayonnaises, Groceries",2908.0,8.3,2.3,0.83,1.1,0.0,0.0,20,E,62,B,https://world.openfoodfacts.org/product/01784060,53.889,E
Amora Spécialité à la moutarde de Dijon aux épices et aromates Savora Bocal 385g,"Amora, Unilever","Condiments, Sauces, Moutardes, en:groceries, Spécialité à la Moutarde",513.0,0.3,5.9,4.7,3.8,1.04,-0.06640625,22,E,67,B,https://world.openfoodfacts.org/product/8712100731822,52.778,E
Custard powder,Bird's,"Dairies,Condiments,Cooking helpers,Sauces,Dessert mixes,Dessert sauces,Custards and pastry creams,Custard powder",334.0,0.976,9.51,0.152,3.11,0.305,0.0,1,B,76,A,https://world.openfoodfacts.org/product/5000354908248,80.0,A
Sauce Tomate concentrée cuisinée aux petits légumes,Panzani,"Condiments, Sauces, Sauces pour pâtes, Sauces tomate, Sauces aux légumes, Sauces tomate aux petits légumes, en:groceries, Sauces pour féculents, Sauces tomates cuisinée aux petits légumes, Kits repas",572.0,0.5,9.3,2.9,2.8,2.0,53.79722222,16,D,73,B,https://world.openfoodfacts.org/product/3038359004544,59.444,D
Classic Barbecue - Smokey & Rich,Heinz,"Condiments,Sauces,Barbecue sauces",584.0,0.1,29.0,1.2,0.9,0.0,0.208072917,14,D,70,B,https://world.openfoodfacts.org/product/87157154,60.556,D
Pastasaus m/Basilikum,"Mutti, Oluf lorentzen as","Plant-based foods and beverages, Plant-based foods, Fruits and vegetables based foods, Condiments, Vegetables based foods, Cooking helpers, Sauces, Tomatoes and their products, Meal sauces, Pasta sauces, Tomato sauces, Tomato sauces with basil",234.0,0.5,4.5,0.81,1.6,0.0,70.2,3,C,85,A,https://world.openfoodfacts.org/product/8005110517006,77.778,A
Classic pesto,Filippo Berio,"Condiments,Sauces,Sauces Pesto,Pestos au basilic,en:Groceries",1950.0,5.0,1.67,2.92,5.0,0.0,0.050366951,23,E,51,C,https://world.openfoodfacts.org/product/8002210112445,47.778,E
Maille Mayonnaise,Maille,"Condiments, Sauces, Mayonnaises, Dijon mayonnaises, Groceries",2778.0,5.9,1.0,1.1,1.6,0.5,0.0,18,D,39,D,https://world.openfoodfacts.org/product/8718114734484,46.111,E
Tesco Houmous,Tesco,"Plant-based foods and beverages, Plant-based foods, Condiments, Spreads, Plant-based spreads, Salted spreads, Sauces, Dips, Hummus",954.0,1.6,0.6,0.9,6.1,4.3,58.515625,2,B,80,A,https://world.openfoodfacts.org/product/10065891,78.889,A
Tomato ketchup 50% less sugar and salt,Heinz,"Condiments,Sauces,Tomato sauces,Ketchup,Tomato Ketchup",271.0,0.0,11.0,0.9,1.4,0.0,67.7,5,C,74,B,https://world.openfoodfacts.org/product/8715700423951,70.556,B
Moutarde de Dijon,"Kania, Lidl, Winarom","Condiments, Sauces, Mustards, Dijon mustards, Groceries",643.0,0.8,2.7,5.7,7.2,0.0,0.0,21,E,66,B,https://world.openfoodfacts.org/product/20697075,55.0,D
PREMIUM SOY SAUCE,LEE KUM KEE,"Condiments,Sauces,Soy sauces,fr:Sauces au soja salées,Asian-foods,Chinese-foods",420.0,0.0,13.3,17.2,6.67,0.0,17.5,24,E,78,A,https://world.openfoodfacts.org/product/0078895126396,56.667,D
Ketchup,Amora,"Condiments, Sauces, Tomato sauces, Ketchup, Groceries",414.0,0.1,21.0,2.0,1.2,0.5,23.91666667,16,D,82,A,https://world.openfoodfacts.org/product/8722700113348,63.333,C
Classic Houmous,"Meadow Fresh,Simply Sumptuous","Aliments et boissons à base de végétaux,Aliments d'origine végétale,Condiments,Produits à tartiner,Pâtes à tartiner végétales,Produits à tartiner salés,Sauces,Trempettes,Houmous,Houmous classiques",1312.0,2.4,0.6,0.49,7.8,5.2,51.0,1,B,77,A,https://world.openfoodfacts.org/product/20843427,80.0,A
Mayonnaise Classique à l'huile de colza,Lesieur,"Condiments,Sauces,Mayonnaises,Groceries",2674.0,5.5,2.0,1.3,1.0,0.0,0.0,18,D,47,C,https://world.openfoodfacts.org/product/3011360030498,51.111,E
Vinaigrette Légère Huile de Sésame & Sauce Soja Graines de Sésame Torréfiées 36 cl,"Maille,Unilever","Condiments,Sauces,Salad dressings,Vinaigrettes,fr:Vinaigrettes allégées en matières grasses,Groceries,fr:Vinaigrettes au sésame",1559.0,3.3,5.5,1.8,1.9,0.7,0.0,16,D,49,C,https://world.openfoodfacts.org/product/8711200584383,53.333,E
MAILLE Mayonnaise Fins Gourmets Bocal 320g,MailleUnilever,"Condiments,Sauces,Mayonnaises,groceries",2732.0,5.8,0.5,1.5,1.9,0.6,0.75,20,E,37,D,https://world.openfoodfacts.org/product/3250541920139,43.889,E
Prince Goût Chocolat,LU,"Snacks,Breakfasts,Sweet snacks,Biscuits and cakes,Biscuits and crackers,Sandwich biscuits",1960.0,5.5,31.5,0.5,6.5,4.0,0.0,20,E,44,D,https://world.openfoodfacts.org/product/7622210449283,46.111,E
Excellence Noir Prodigieux 90% Cacao,Lindt,"Snacks,Snacks sucrés,Cacao et dérivés,Chocolats,Chocolats noirs,Chocolats noirs en tablette,Chocolats noirs extra fin",2477.0,30.0,7.0,0.03,10.0,0.0,0.0,19,E,29,E,https://world.openfoodfacts.org/product/3046920029759,44.444,E
Sésame,Gerblé,"Snacks,Snacks sucrés,Biscuits et gâteaux,Biscuits sucrés & biscuits apéritifs,Biscuits",1961.0,2.0,17.0,0.38,10.0,4.6,0.0,9,C,57,C,https://world.openfoodfacts.org/product/3175680011480,65.556,C
Chocolat noir - 85% cacao,J.D. Gross,"Snacks,Sweet snacks,Cocoa and its products,Chocolates,Dark chocolates",2510.0,28.0,12.0,0.0,12.0,16.0,0.0,15,D,43,D,https://world.openfoodfacts.org/product/20995553,53.889,E
Organic 70% Dark Chocolate Bar,Green & Black's,"Snacks,Snacks sucrés,Cacao et dérivés,Chocolats,Chocolats noirs,Chocolat noir en tablette extra dégustation à 70% de cacao minimum",2428.0,25.0,29.0,0.01,9.1,10.0,0.0,20,E,40,D,https://world.openfoodfacts.org/product/7622210578464,47.222,E
Biscuits croquants au coeur onctueux de Nutella®,Nutella,"Botanas,Snacks dulces,Galletas y pasteles,en:Biscuits and crackers,Galletas,en:Biscuits/Cookies (Shelf Stable),fr:Biscoitos recheados",2158.0,11.5,35.8,0.559,7.9,0.0,0.0,28,E,44,D,https://world.openfoodfacts.org/product/8000500310427,38.333,E
Excellence Noir Intense 70% Cacao,Lindt,"Produits fermentés,Snacks,Snacks sucrés,Cacao et dérivés,Chocolats,Chocolats noirs,Chocolats noirs en tablette,Chocolat noir en tablette extra dégustation à 70% de cacao minimum",2350.0,24.0,30.0,0.02,9.5,0.0,0.0,25,E,29,E,https://world.openfoodfacts.org/product/3046920022651,36.667,E
Dark chocolate,Green and black,"Snacks,Snacks sucrés,Cacao et dérivés,Confiseries,Confiseries chocolatées,Chocolats,Chocolats noirs",2530.0,30.0,13.9,0.131,10.0,12.8,0.0,15,D,55,C,https://world.openfoodfacts.org/product/7622210584724,58.889,D
Excellence Noir Puissant 85% Cacao,Lindt,"Snacks,Snacks sucrés,Cacao et dérivés,Chocolats,Chocolats noirs,Chocolats noirs en tablette",2418.0,27.0,15.0,0.02,12.5,0.0,0.0,21,E,29,E,https://world.openfoodfacts.org/product/3046920022606,43.333,E
Fourrés Chocolat Noir,Bjorg,"Snacks, Sweet snacks, Biscuits and cakes, Biscuits and crackers, Biscuits, Chocolate biscuits, Filled biscuits, Dark chocolate biscuits, Sandwich biscuits",1996.0,6.3,27.0,0.49,7.6,5.2,0.0,18,D,70,B,https://world.openfoodfacts.org/product/3229820100234,59.444,D
Tuc Original,"LU,Mondelēz,Tuc","Imbiss,Salzige Snacks,Vorspeisen,en:Biscuits and crackers,Crackers",2017.0,9.0,7.1,1.7,8.3,2.4,0.0,24,E,62,B,https://world.openfoodfacts.org/product/5410041001204,52.778,E
70% chocolate,Lindt & Sprüngli,"Snacks,Sweet snacks,Cocoa and its products,Chocolates,Dark chocolates,Dark chocolate bar with more than 70% cocoa,Extra fine dark chocolates",2370.0,24.0,30.0,5e-05,9.5,0.0,0.0,25,E,29,E,https://world.openfoodfacts.org/product/3046920028004,36.667,E
Pomme 🍏 🍎 Noisette🥜,Gerblé,"Snacks,Sweet snacks,Biscuits and cakes,Biscuits and crackers,Biscuits,Dry biscuits",1902.0,1.5,11.0,0.01,9.8,6.6,5.3,1,B,70,B,https://world.openfoodfacts.org/product/3175681851849,75.0,B
Excellence 85% Cacao Rich Dark,Lindt,"Lanches comida,Lanches doces,Cacau e derivados,Chocolates,Chocolates amargos,en:Dark chocolate bar with more than 70% cocoa,en:Extra fine dark chocolates",2420.0,27.0,15.0,0.0125,12.5,15.0,0.0,16,D,26,E,https://world.openfoodfacts.org/product/3046920028363,48.889,E
Nutella,Ferrero,"Snacks,Breakfasts,Spreads,Sweet spreads,fr:Pâtes à tartiner,Hazelnut spreads,Chocolate spreads,Cocoa and hazelnuts spreads",2231.0,10.67,56.0,1.07,6.0,0.0,0.0,36,E,30,D,https://world.openfoodfacts.org/product/80176800,28.333,E
Figue & son,Gerblé,"Snacks,Snacks sucrés,Biscuits et gâteaux,Biscuits sucrés & biscuits apéritifs,Biscuits,Biscuits au son de blé,Biscuits au son de blé et la figue",1883.0,1.7,16.0,0.19,9.3,13.0,5.1,2,B,60,B,https://world.openfoodfacts.org/product/3251490332080,73.889,B
Bitter Extra Kraftig,"Lindt,Lindt&Sprüngli","Snacks,Sweet snacks,Cocoa and its products,Chocolates,Dark chocolates,Dark chocolate bar with more than 70% cocoa",2397.0,30.0,1.0,0.7,14.0,0.0,0.0,20,E,24,E,https://world.openfoodfacts.org/product/3046920028721,44.444,E
Nestlé Dessert,Nestlé,"Snacks, Desserts, Sweet snacks, Cocoa and its products, Chocolates, Dark chocolates, Dark chocolate bar, Dark chocolate bar for cooking with more than 40% cocoa",2285.0,20.2,46.4,0.01,6.0,7.3,0.0,25,E,43,D,https://world.openfoodfacts.org/product/7613035040823,40.556,E
Pains au lait x10,Pasquier,"Snacks,Snacks sucrés,en:Sweet pastries and pies,Viennoiseries,Pains au lait",1485.0,4.0,11.0,0.00275,8.6,3.5,0.0,6,C,71,B,https://world.openfoodfacts.org/product/3256540000698,69.444,C
Chocolat au lait,Milka,"snacks, snacks-sucrés, cacao-et-dérivés, chocolats, chocolats-au-lait, tablette-de-chocolat-au-lait, en:cacao-et-dérivés, es:chocolates-con-leche, fr:chocolats, fr:chocolats-au-lait, en:snacks-sucrés",2255.0,19.0,55.0,0.275,6.5,2.3,0.0,32,E,26,E,https://world.openfoodfacts.org/product/3045140105502,27.778,E
Brioche Tranchée Bio 400g,La Boulangère,"Snacks,Breakfasts,Sweet snacks,Sweet pastries and pies,Viennoiseries,Brioches,Pure butter brioche,fr:Brioches tranchées",1413.0,0.9,13.0,0.95,8.8,3.9,0.0,10,C,69,B,https://world.openfoodfacts.org/product/3284230006408,68.333,C
Bio Chocolat Noir 70%,LIDL,"Snacks,Snacks sucrés,Cacao et dérivés,Chocolats,Chocolats noirs,Chocolat noir en tablette extra dégustation à 70% de cacao minimum",2393.0,25.0,28.0,0.01,8.5,11.1,0.0,20,E,53,C,https://world.openfoodfacts.org/product/40896243,52.222,E
Fruit & Nut Mix,"Alesto,Lidl","Plant-based foods and beverages, Plant-based foods, Fruits and vegetables based foods, Snacks, Dried products, Fruits based foods, Dried plant-based foods, Dried fruits, Dried mixed fruits, Mix of grains and dried fruit, Mix of grains and raisins, Nuts with dried fruits",2110.0,3.0,35.7,0.02,10.8,6.9,50.0,13,D,38,D,https://world.openfoodfacts.org/product/20815394,56.111,D
La gâche tranchée,La Fournée Dorée,"Snacks,Sweet snacks,Sweet pastries and pies,Viennoiseries,Brioches",1434.0,7.4,13.0,1.12,8.1,0.0,0.0,19,E,49,C,https://world.openfoodfacts.org/product/3587220002252,53.333,E
Excellence Noir Subtil Doux 70% Cacao,Lindt Excellence,"Snacks, Sweet snacks, Cocoa and its products, Chocolates, Dark chocolates, Dark chocolate bar with more than 70% cocoa, en:extra-fine-dark-chocolates",2528.0,29.0,29.0,0.01,6.9,0.0,0.0,25,E,29,E,https://world.openfoodfacts.org/product/3046920029780,35.556,E
Granola L'Original,"LU, Mondelez International","Snacks,Snacks sucrés,Biscuits et gâteaux,Biscuits sucrés & biscuits apéritifs,Biscuits,Biscuits au chocolat,Biscuits sablés,Biscuits nappés au chocolat,Sablés nappés de chocolat,Sablés au chocolat",2058.0,12.0,28.0,1.2,5.9,3.5,0.0,28,E,40,D,https://world.openfoodfacts.org/product/7622210601988,37.222,E
Cracotte Céréales Complètes,"lu, LU","Aliments et boissons à base de végétaux,Aliments d'origine végétale,Snacks,Céréales et pommes de terre,Tartines craquantes extrudées",1591.0,1.0,7.9,1.6,11.0,5.4,0.0,10,C,64,B,https://world.openfoodfacts.org/product/3041090063206,69.444,C
Kinder Bueno,Kinder,"Botanas,Snacks dulces,Galletas y pasteles,en:Biscuits and crackers,Galletas,en:Wafers,Galletas de chocolate,Obleas rellenas,en:Chocolate stuffed wafers",2393.0,17.3,41.2,0.1975,8.6,2.0,0.0,29,E,22,E,https://world.openfoodfacts.org/product/80052760,32.222,E
Pringles Sare,Pringles,"plant-based-foods-and-beverages, plant-based-foods, snacks, salty-snacks, appetizers, chips-and-fries, crisps, salty-snacks-made-from-potato, bg:чипс",2214.0,3.0,0.9,1.0,6.1,3.5,0.0,11,D,72,B,https://world.openfoodfacts.org/product/5053990101573,66.111,C
Cracotte,LU,"Plantaardige levensmiddelen en dranken,Plantaardige levensmiddelen,Snacks,Granen en aardappels,Knapperige broodproducten",1649.0,1.0,7.9,1.7,11.0,3.0,0.0,14,D,73,B,https://world.openfoodfacts.org/product/3041090063114,65.0,C
Biscuits goût chocolat,BN,"Snacks,Sweet snacks,Biscuits and cakes,Biscuits,Chocolate biscuits,Filled biscuits",1900.0,8.84,29.8,1.1,6.63,3.87,0.0,25,E,35,D,https://world.openfoodfacts.org/product/3061990143365,40.556,E
digestives,McVitie's,"Snacks,Sweet snacks,Biscuits and cakes,Biscuits and crackers,Biscuits",2021.0,10.1,15.1,1.3,7.0,3.7,0.0,25,E,44,D,https://world.openfoodfacts.org/product/5000168036755,40.556,E
Figolu,LUMondelez,"Snacks,Sweet snacks,Biscuits and cakes,Biscuits and crackers,Biscuits,Filled biscuits,Biscuit filled with fruit paste,Biscuits et gâteaux,Biscuits fourrés,Biscuits sec fourré à la pâte de fruits,Snacks sucrés",1680.0,3.75,50.0,0.000937,4.69,3.12,26.0,21,E,49,C,https://world.openfoodfacts.org/product/7622201133337,48.889,E
Sour Cream & Onion,Pringles,"Snacks,Salty snacks,Appetizers,Chips and fries,Crisps,Salty snacks made from potato",2191.0,6.4,2.7,1.3,6.0,3.4,0.710227273,17,D,67,B,https://world.openfoodfacts.org/product/5053990155354,59.444,D
Biscuit lait chocolat,"Gerblé,Gerblé Vitalité,Nutrition & Santé","Snacks,Sweet snacks,Biscuits and cakes,Biscuits and crackers,Biscuits,Chocolate biscuits",1919.0,2.8,21.0,0.74,8.5,5.0,0.0,14,D,74,B,https://world.openfoodfacts.org/product/3175680011534,63.889,C
Crunchy Avoine & Chocolat Noir x 5 x 2 barres de 21 g,"General Mills,Nature Valley","Snacks,Sweet snacks,Bars,Cereal bars,Chocolate cereal bars",1981.0,3.4,26.8,0.65,8.7,7.0,0.0,14,D,36,D,https://world.openfoodfacts.org/product/8410076601148,53.889,E
Cookie🍪 cacao pépites Sans Sucre,Gerblé,"Snacks,Snacks sucrés,Biscuits et gâteaux,Biscuits sucrés & biscuits apéritifs,Biscuits,Biscuits au chocolat",1728.0,3.3,0.0,0.21,8.0,8.9,0.0,1,B,56,C,https://world.openfoodfacts.org/product/3175681105423,70.0,B
Biscuit soja orange,Gerblé,"Snacks,Breakfasts,Sweet snacks,Biscuits and cakes,Biscuits and crackers,Biscuits,Crispy biscuits,Diet crispy biscuit,Dry biscuits,Shortbread cookies,Breakfast biscuit,Shortbread biscuit with fruits",1866.0,1.4,18.0,0.36,11.0,4.9,1.5,10,C,64,B,https://world.openfoodfacts.org/product/3175680011442,69.444,C
petit déjeuner miel et pépites de chocolat,belvita,"Snacks,Breakfasts,Sweet snacks,Biscuits and cakes,Biscuits and crackers,Biscuits,Dry biscuits,Breakfast biscuit,Breakfast biscuit with cereals fortified with vitamins and chemical elements",1711.0,2.8,26.0,1.4,5.7,7.6,0.0,15,D,71,B,https://world.openfoodfacts.org/product/16811207,61.667,C
Sablés Anglais L'Original,"McVitie's,United Biscuits","Snacks,Sweet snacks,Biscuits and cakes,Biscuits and crackers,Biscuits,Shortbread cookies,Plain wheat biscuits",2025.0,10.1,15.1,1.3,7.0,3.7,0.0,25,E,53,C,https://world.openfoodfacts.org/product/5000168198491,45.556,E
P'tit Nature Complet,Bjorg,"Biscuits et gâteaux,Biscuits",1750.0,0.8,20.0,0.45,7.6,7.6,0.0,7,C,70,B,https://world.openfoodfacts.org/product/3229820021027,71.667,B
Excellence Noir Corsé 78% Cacao,Lindt,"Snacks,Sweet snacks,Cocoa and its products,Chocolates,Dark chocolates,Dark chocolate bar with more than 70% cocoa",2380.0,29.0,17.0,0.0375,10.0,0.0,0.0,21,E,29,E,https://world.openfoodfacts.org/product/3046920010047,42.222,E
Картофельные чипсы со вкусом парики,Pringles,"Alimentos y bebidas de origen vegetal,Alimentos de origen vegetal,Botanas,Cereales y patatas,Snacks salados,Aperitivos,en:Chips and fries,Chips fritos,Chips de patatas fritas,Chips de patatas fritas con sabores,en:Paprika crisps,Aperitivos salados elaborados con patata",2180.0,2.8,3.2,1.28,6.7,4.4,0.0,12,D,67,B,https://world.openfoodfacts.org/product/5053990161669,65.0,C
Pringles Original,"Kellogg's, Pringles","Snacks,Snacks salés,Amuse-gueules,Chips et frites,Chips,Chips de pommes de terre",2220.0,3.0,0.9,0.983,6.1,3.5,0.0,11,D,70,B,https://world.openfoodfacts.org/product/5053990167807,66.111,C
Bonbon à la Sève de Pin,"La Vosgienne, Mondelez","Snacks, Snacks sucrés, Cacao et dérivés, Confiseries, Confiseries chocolatées, Bonbons de chocolat, Bonbons",1651.0,0.0,74.0,0.0,0.1,0.0,0.0,19,E,55,C,https://world.openfoodfacts.org/product/3014680009175,50.0,E
300G DRAGIBUS SOFT HARIBO,Haribo,"Snacks, Snacks sucrés, Confiseries, Bonbons, Bonbons gélifiés, Surgelés",1544.0,0.1,56.0,0.12,0.5,0.0,0.0,19,E,74,B,https://world.openfoodfacts.org/product/3103220048658,55.0,D
230G VICHY MENTHE,Vichy,"Snacks, Sweet snacks, Confectioneries, Candies, French candies, fr:Pastilles Vichy",1705.0,0.0,98.5,0.0,0.0,0.0,0.0,20,E,47,C,https://world.openfoodfacts.org/product/3664346306539,48.889,E
Chamallow,Haribo,"Snacks, Sweet snacks, Confectioneries, Candies, Marshmallows",1393.0,0.1,68.0,0.02,3.5,0.0,0.532670455,19,E,73,B,https://world.openfoodfacts.org/product/3103220046159,56.111,D
220G TAGADA DOYPACK HARIBO,Haribo,"Snacks,Snacks sucrés,Confiseries,Bonbons,Bonbons gélifiés,Confiserie-gélifiée,Fraises gélifiées",1520.0,0.1,74.0,0.01,2.6,0.0,6.71875,19,E,74,B,https://world.openfoodfacts.org/product/3103220044544,56.111,D
50G RICOLA CITRON MELISSE,Ricola,"Snacks,Snacks sucrés,Confiseries,Bonbons,Bonbons durs",991.0,0.0,0.0,0.0,0.0,0.0,0.15,2,B,81,A,https://world.openfoodfacts.org/product/7610700015445,78.889,A
Croco,Haribo,"Snacks, Sweet snacks, Confectioneries, Candies, Gummi candies, Gummy crocodiles",1465.0,0.1,51.0,0.03,5.7,0.0,1.654411765,18,D,74,B,https://world.openfoodfacts.org/product/3103220035214,58.333,D
50G RICOLA FRAMBOISE MELISSE,Ricola,"Snacks,Snacks sucrés,Confiseries,Bonbons,Bonbons durs,Bonbons sans sucre",994.0,0.0,0.0,0.0,0.0,0.0,0.725,2,B,80,A,https://world.openfoodfacts.org/product/7610700017654,78.889,A
"Tagada, L'originale",Haribo,"Snacks,Snacks sucrés,Confiseries,Bonbons,Bonbons gélifiés,Fraises gélifiées",1541.0,0.1,74.0,0.01,2.6,0.0,2.673611111,19,E,74,B,https://world.openfoodfacts.org/product/3103220033371,56.111,D
Mentos fruit,"Mentos,Perfetti","Lanches comida,Lanches doces,Confeitaria,Rebuçados e gomas,en:Dragées",1648.0,1.7,69.0,0.1,0.0,0.0,11.45833333,20,E,42,D,https://world.openfoodfacts.org/product/87108026,43.889,E
600G HAPPY BOX HARIBO,Haribo,"Snacks, Snacks sucrés, Confiseries, Bonbons, Bonbons gélifiés",1456.0,0.1,53.0,0.02,4.7,0.0,0.36633817,19,E,73,B,https://world.openfoodfacts.org/product/3103220033838,56.111,D
